GPA,Course_Scores,Aptitude_Score,Attendance,Supervisor_Evaluation,Report_Quality,Activity_Log_Frequency,Completion_Time,Feedback_Rating,Performance,Intern_ID,Performance_Score
3.23,33.6,94.4,0.44,6.7,5.25,8,1.59,3.68,Excellent,INT8937,88.34
2.48,70.5,23.7,71.17,10.0,9.37,9,3.92,5.0,Average,INT8938,68.16
1.84,52.3,83.2,75.97,4.35,6.17,5,3.78,2.74,Fair,INT8939,50.28
0.95,6.9,36.9,58.09,3.97,1.12,12,3.31,2.59,Average,INT8940,68.29
1.97,55.9,25.1,66.83,4.68,1.55,7,3.49,2.87,Good,INT8941,72.79
0.26,8.7,27.0,37.25,2.0,2.51,5,3.77,1.8,Fair,INT8942,51.73
2.23,43.9,21.6,85.48,1.6,3.27,11,6.42,1.64,Fair,INT8943,52.35
3.34,96.3,95.1,66.83,10.0,8.55,9,6.1,5.0,Good,INT8944,77.96
2.79,71.6,31.2,74.01,0.0,3.09,14,2.56,1.0,Good,INT8945,73.95
2.65,44.0,62.3,78.58,7.35,7.08,8,6.09,3.94,Good,INT8946,73.48
0.14,3.7,1.3,77.96,0.08,0.2,6,5.77,1.03,Poor,INT8947,37.81
1.36,64.2,20.0,65.35,2.18,2.66,11,6.78,1.87,Average,INT8948,60.76
2.33,29.5,30.6,54.87,9.8,6.57,12,2.18,4.92,Good,INT8949,70.15
1.78,57.3,43.6,94.84,2.5,7.21,12,4.8,2.0,Average,INT8950,68.98
3.8,85.2,85.0,80.0,10.0,8.08,6,3.0,5.0,Excellent,INT8951,90.42
0.34,47.7,13.9,84.89,2.0,6.15,8,6.07,1.8,Fair,INT8952,50.5
2.92,47.7,95.5,7.6,10.0,9.25,13,1.45,5.0,Excellent,INT8953,100.0
1.47,80.3,63.1,87.82,4.68,6.86,16,4.7,2.87,Good,INT8954,73.13
2.94,40.8,65.4,79.22,0.0,4.98,6,2.76,1.0,Average,INT8955,67.73
2.6,55.6,76.1,26.39,6.52,8.8,10,3.24,3.61,Good,INT8956,84.04
1.1,18.5,75.0,1.17,6.3,5.87,9,5.32,3.52,Average,INT8957,64.45
3.56,78.4,83.5,65.28,3.15,3.04,12,5.75,2.26,Good,INT8958,70.35
0.87,28.2,25.1,56.89,1.4,5.7,10,5.14,1.56,Average,INT8959,55.35
1.87,69.5,15.0,54.4,8.0,7.52,7,5.64,4.2,Average,INT8960,68.21
2.96,86.9,76.5,86.02,3.87,8.26,14,2.61,2.55,Good,INT8961,83.05
1.27,19.5,64.7,85.2,0.0,2.51,15,4.39,1.0,Average,INT8962,55.57
3.39,86.5,64.6,85.01,1.5,5.37,10,3.99,1.6,Good,INT8963,75.91
3.29,50.4,45.0,8.53,0.0,8.03,16,1.3,1.0,Good,INT8964,74.96
2.13,65.6,66.0,67.45,8.12,7.88,12,3.92,4.25,Average,INT8965,60.71
2.36,62.1,8.5,78.06,0.0,5.48,21,5.12,1.0,Fair,INT8966,54.84
0.86,7.7,24.3,80.97,0.0,7.09,10,4.75,1.0,Fair,INT8967,48.44
1.1,7.4,44.2,98.97,6.12,1.03,15,5.41,3.45,Fair,INT8968,52.56
1.79,40.9,40.0,65.62,4.88,3.81,3,4.53,2.95,Average,INT8969,59.11
2.67,57.5,88.6,97.82,6.82,7.5,12,1.75,3.73,Excellent,INT8970,90.16
0.25,92.7,84.5,57.44,7.02,5.64,6,1.51,3.81,Good,INT8971,72.48
1.84,10.3,14.0,88.2,1.98,0.38,12,4.6,1.79,Average,INT8972,56.61
2.67,77.7,82.8,81.64,10.0,9.01,6,2.16,5.0,Excellent,INT8973,86.65
3.14,82.7,78.3,64.2,10.0,6.51,11,1.67,5.0,Excellent,INT8974,97.51
0.77,52.8,3.8,51.43,3.08,1.31,11,3.28,2.23,Average,INT8975,59.31
2.46,51.7,67.9,22.32,6.3,6.69,10,4.31,3.52,Good,INT8976,71.46
2.47,20.1,28.4,53.48,5.95,5.01,9,2.68,3.38,Good,INT8977,70.91
2.47,86.6,63.9,57.56,2.12,5.87,18,4.84,1.85,Good,INT8978,73.39
0.36,19.1,34.9,41.13,2.28,3.63,8,4.84,1.91,Average,INT8979,59.91
1.51,55.8,31.9,95.31,2.0,6.44,9,2.92,1.8,Average,INT8980,63.58
2.65,81.8,39.9,73.38,6.15,5.95,16,5.46,3.46,Good,INT8981,74.08
3.14,81.0,65.4,16.83,10.0,4.55,5,4.6,5.0,Good,INT8982,72.7
0.05,3.5,50.9,28.0,0.73,0.44,4,5.27,1.29,Poor,INT8983,39.41
0.57,16.4,3.7,66.83,5.75,1.33,9,3.82,3.3,Fair,INT8984,51.38
3.72,43.8,86.1,9.73,6.12,8.48,10,1.46,3.45,Excellent,INT8985,91.52
2.77,56.6,63.1,90.78,6.02,5.78,16,5.42,3.41,Good,INT8986,77.19
2.3,74.5,60.8,99.9,7.5,9.58,14,2.93,4.0,Excellent,INT8987,88.1
0.07,2.0,4.8,70.61,0.0,0.45,6,6.63,1.0,Poor,INT8988,36.56
0.58,6.5,14.8,66.83,3.8,1.13,7,6.4,2.52,Fair,INT8989,52.24
0.3,10.5,21.2,31.72,0.0,1.84,8,3.92,1.0,Fair,INT8990,42.84
2.31,85.8,53.6,79.39,4.68,3.15,12,2.14,2.87,Average,INT8991,69.12
0.29,18.0,2.4,98.1,2.15,1.02,7,2.18,1.86,Average,INT8992,66.23
3.37,44.0,90.1,55.18,7.5,7.88,7,3.01,4.0,Good,INT8993,84.71
3.36,84.4,83.5,56.08,7.28,6.35,11,4.16,3.91,Average,INT8994,63.35
2.26,73.7,72.2,85.09,6.0,9.45,19,3.2,3.4,Excellent,INT8995,95.1
0.37,66.5,34.1,83.36,4.6,0.29,12,3.67,2.84,Fair,INT8996,48.99
1.94,24.3,63.5,62.53,6.28,4.87,8,1.8,3.51,Average,INT8997,67.04
1.33,14.0,35.6,90.66,2.1,0.78,8,6.67,1.84,Fair,INT8998,50.8
0.98,90.7,89.5,9.92,3.38,3.9,15,3.92,2.35,Average,INT8999,67.86
3.2,32.0,72.1,96.29,10.0,2.45,4,6.65,5.0,Good,INT9000,76.11
1.69,6.5,35.2,60.05,7.88,1.02,10,6.86,4.15,Fair,INT9001,42.45
0.18,8.4,42.4,54.07,0.0,3.84,6,4.08,1.0,Fair,INT9002,44.98
1.84,17.1,15.8,66.98,0.0,3.85,8,5.57,1.0,Fair,INT9003,45.24
0.3,62.0,19.0,59.39,0.3,3.74,4,3.41,1.12,Fair,INT9004,43.86
2.97,45.4,15.1,76.35,2.6,6.43,13,3.92,2.04,Average,INT9005,69.45
3.03,58.0,43.2,56.67,4.68,8.5,24,3.0,2.87,Good,INT9006,71.79
3.49,50.0,80.1,74.55,4.75,3.45,22,3.11,2.9,Good,INT9007,78.35
3.06,65.0,74.4,83.03,4.32,2.33,12,4.23,2.73,Good,INT9008,78.49
1.28,16.7,9.0,68.25,2.0,0.96,7,4.18,1.8,Average,INT9009,55.15
0.8,4.1,5.4,51.4,0.93,0.21,5,4.39,1.37,Fair,INT9010,43.54
3.69,90.8,83.9,98.7,2.55,8.04,7,3.92,2.02,Excellent,INT9011,90.46
3.89,93.1,69.0,90.97,4.73,6.68,14,3.11,2.89,Excellent,INT9012,85.58
2.83,43.2,5.6,53.67,1.27,7.24,5,1.55,1.51,Average,INT9013,65.96
2.37,55.4,60.3,72.46,0.0,4.77,7,1.0,1.0,Average,INT9014,61.27
0.98,84.3,46.2,81.75,0.0,1.73,10,2.2,1.0,Fair,INT9015,53.43
0.69,29.3,52.7,59.53,6.88,1.19,9,1.41,3.75,Average,INT9016,66.57
0.5,20.7,34.1,66.83,0.0,3.87,9,1.46,1.0,Average,INT9017,62.09
0.5,18.7,8.2,54.39,0.0,1.64,15,5.82,1.0,Fair,INT9018,52.11
3.27,42.8,27.0,2.67,8.2,5.87,13,1.19,4.28,Good,INT9019,76.16
0.69,2.5,50.9,57.06,0.0,1.16,8,4.59,1.0,Fair,INT9020,44.5
1.19,46.5,27.7,87.95,5.05,4.14,8,2.32,3.02,Average,INT9021,60.46
2.39,66.4,78.7,66.13,8.48,8.41,12,6.58,4.39,Good,INT9022,73.47
3.1,76.0,50.4,62.2,0.85,9.16,16,3.57,1.34,Good,INT9023,71.98
3.84,92.4,88.2,66.83,6.85,9.32,14,3.0,3.74,Excellent,INT9024,98.64
1.29,57.4,39.0,86.8,0.95,2.98,11,4.03,1.38,Average,INT9025,59.68
2.31,21.0,42.0,63.82,6.28,3.64,12,3.76,3.51,Good,INT9026,75.84
2.05,52.2,36.5,93.63,2.0,6.37,8,3.96,1.8,Average,INT9027,60.77
2.05,78.6,90.5,51.24,1.17,8.85,14,2.02,1.47,Good,INT9028,84.52
1.66,3.9,66.2,30.28,0.8,0.53,7,6.97,1.32,Fair,INT9029,40.41
0.78,60.2,33.6,71.37,2.03,6.17,6,3.06,1.81,Fair,INT9030,46.67
2.71,56.1,70.7,63.04,10.0,6.69,17,2.85,5.0,Excellent,INT9031,89.92
3.24,37.3,28.8,40.13,5.05,7.84,14,5.17,3.02,Average,INT9032,58.92
3.6,89.5,55.3,73.44,6.78,9.91,9,2.99,3.71,Excellent,INT9033,86.46
2.26,60.8,81.9,82.68,7.35,1.56,20,5.86,3.94,Average,INT9034,57.44
1.02,68.4,16.5,66.83,7.28,6.23,15,4.15,3.91,Average,INT9035,61.94
2.89,68.4,42.7,80.42,3.5,4.74,12,5.18,2.4,Average,INT9036,57.63
3.76,54.7,69.2,9.6,4.55,7.6,11,1.56,2.82,Excellent,INT9037,89.45
0.67,42.2,3.8,6.91,9.65,2.61,12,6.34,4.86,Fair,INT9038,51.0
2.55,47.6,23.6,70.51,4.25,0.95,14,5.7,2.7,Good,INT9039,78.67
0.69,35.4,10.2,76.6,2.25,1.78,13,1.85,1.9,Average,INT9040,60.31
3.95,86.3,70.3,55.15,10.0,8.92,13,2.07,5.0,Excellent,INT9041,90.39
3.59,61.3,76.0,82.7,5.3,9.1,13,2.88,3.12,Good,INT9042,73.07
0.34,6.0,26.3,71.33,3.8,1.19,4,6.49,2.52,Fair,INT9043,40.09
1.81,26.4,50.4,98.72,2.6,9.09,8,2.3,2.04,Good,INT9044,84.27
1.18,70.0,38.0,55.39,7.05,3.84,11,3.29,3.82,Average,INT9045,67.36
2.32,49.4,39.7,0.0,0.0,2.9,8,1.04,1.0,Average,INT9046,64.37
0.65,6.4,22.7,66.83,2.0,4.92,10,3.14,1.8,Average,INT9047,55.64
1.61,82.1,75.3,61.43,1.57,5.88,8,4.31,1.63,Fair,INT9048,52.83
1.3,32.7,47.3,7.53,3.6,6.11,9,6.8,2.44,Fair,INT9049,54.46
1.05,12.0,1.9,66.83,2.68,0.79,7,4.33,2.07,Average,INT9050,57.44
0.31,2.7,16.7,58.87,3.48,1.54,7,6.02,2.39,Poor,INT9051,38.71
0.31,7.1,17.3,64.67,0.0,3.36,9,4.46,1.0,Fair,INT9052,41.6
3.73,67.3,85.5,3.94,7.5,8.83,11,1.61,4.0,Excellent,INT9053,100.0
3.39,81.3,96.6,93.79,10.0,9.6,24,3.26,5.0,Excellent,INT9054,98.67
2.53,84.3,12.1,89.92,2.32,3.38,19,4.81,1.93,Average,INT9055,64.03
2.3,61.7,21.6,24.31,10.0,3.26,8,6.35,5.0,Good,INT9056,72.9
3.37,95.6,70.2,78.27,8.73,8.01,13,5.9,4.49,Average,INT9057,68.49
1.51,23.2,2.1,12.87,2.7,1.05,8,2.37,2.08,Fair,INT9058,51.81
0.74,40.3,24.8,45.27,0.0,3.38,7,2.18,1.0,Fair,INT9059,53.98
3.54,82.0,95.6,90.3,7.5,9.37,19,1.84,4.0,Excellent,INT9060,99.36
0.52,37.4,53.1,66.83,3.8,3.98,10,6.32,2.52,Average,INT9061,55.78
0.87,59.9,62.7,57.5,3.42,6.82,9,6.6,2.37,Average,INT9062,65.43
2.25,72.9,51.9,66.83,7.5,7.32,11,5.5,4.0,Good,INT9063,70.17
2.27,57.2,45.8,29.75,3.97,5.59,17,3.28,2.59,Average,INT9064,64.96
0.2,19.3,10.6,69.66,4.47,0.95,12,3.54,2.79,Fair,INT9065,45.83
1.15,55.1,53.8,66.83,5.88,6.71,15,4.01,3.35,Average,INT9066,59.18
3.06,38.4,13.5,67.48,0.18,5.25,18,2.43,1.07,Average,INT9067,58.34
3.28,56.4,90.1,96.85,0.0,7.53,9,3.63,1.0,Average,INT9068,66.39
0.78,28.3,26.0,6.77,3.6,5.8,13,1.65,2.44,Good,INT9069,76.51
0.95,59.3,49.5,92.14,5.18,3.65,7,2.07,3.07,Average,INT9070,64.01
1.27,20.9,30.2,1.4,3.68,2.02,10,6.55,2.47,Fair,INT9071,45.94
0.21,14.5,4.1,83.06,4.68,0.62,6,5.97,2.87,Average,INT9072,56.0
1.07,39.7,76.6,74.84,5.4,4.14,12,3.45,3.16,Average,INT9073,60.14
1.66,73.6,76.1,50.11,8.67,6.09,9,4.32,4.47,Average,INT9074,59.21
2.85,11.4,14.4,80.67,1.8,6.14,10,2.93,1.72,Good,INT9075,71.22
2.21,38.5,31.5,67.8,1.45,3.48,7,5.64,1.58,Average,INT9076,59.37
1.01,16.3,47.1,55.89,4.38,4.92,9,5.22,2.75,Good,INT9077,70.15
0.65,18.5,1.9,72.23,3.08,0.49,8,5.21,2.23,Fair,INT9078,43.37
0.54,13.8,2.1,86.78,0.0,1.05,8,5.27,1.0,Fair,INT9079,46.01
2.96,57.5,66.5,98.08,10.0,9.21,11,1.74,5.0,Excellent,INT9080,100.0
1.32,48.5,14.2,66.83,2.57,2.26,6,2.99,2.03,Average,INT9081,67.37
1.42,67.1,33.0,45.28,2.68,6.53,8,3.84,2.07,Good,INT9082,77.28
2.53,33.5,13.5,66.83,0.0,4.0,7,3.1,1.0,Average,INT9083,63.04
3.65,68.2,65.6,66.7,4.68,6.8,13,5.13,2.87,Average,INT9084,66.73
2.83,78.5,51.0,57.11,6.75,8.6,20,2.66,3.7,Excellent,INT9085,88.02
2.36,88.5,88.1,64.09,3.85,7.48,10,3.92,2.54,Good,INT9086,78.26
2.28,28.4,41.4,94.96,0.55,1.41,12,3.55,1.22,Average,INT9087,62.96
2.42,60.0,58.1,57.97,7.5,4.77,7,6.41,4.0,Average,INT9088,63.07
1.41,58.0,17.8,66.46,2.92,4.63,14,2.4,2.17,Excellent,INT9089,86.2
1.74,76.4,31.0,47.31,7.0,1.85,12,4.95,3.8,Good,INT9090,77.9
0.85,20.2,29.4,92.36,0.0,4.02,11,3.17,1.0,Average,INT9091,59.65
3.18,76.7,89.8,96.89,7.5,6.62,16,1.34,4.0,Excellent,INT9092,94.61
2.06,20.5,27.9,42.93,3.38,3.51,15,3.76,2.35,Average,INT9093,55.69
0.32,15.7,11.6,72.33,0.0,2.05,10,5.62,1.0,Average,INT9094,56.35
1.01,20.7,28.4,58.07,7.78,3.49,17,3.77,4.11,Average,INT9095,63.62
0.28,29.3,8.4,57.84,0.0,0.52,11,6.05,1.0,Fair,INT9096,43.53
2.24,63.7,97.5,63.59,6.12,6.09,15,3.13,3.45,Excellent,INT9097,91.59
1.65,66.2,82.8,75.48,8.08,6.46,10,1.35,4.23,Good,INT9098,80.29
0.63,15.5,11.9,0.0,0.0,0.34,6,6.65,1.0,Poor,INT9099,36.67
1.77,83.0,26.4,1.54,4.05,5.68,8,2.8,2.62,Good,INT9100,74.21
3.93,93.1,58.2,89.16,10.0,7.91,23,4.94,5.0,Excellent,INT9101,85.25
2.93,59.0,29.7,91.35,5.6,1.12,13,6.07,3.24,Fair,INT9102,53.79
2.2,62.5,85.5,93.2,7.98,5.75,12,3.08,4.19,Good,INT9103,82.57
2.93,25.6,24.6,66.83,0.0,1.62,6,4.86,1.0,Fair,INT9104,51.42
3.24,92.8,58.0,93.35,6.6,6.94,10,1.38,3.64,Good,INT9105,82.44
1.69,87.4,35.4,75.5,2.38,6.47,11,2.79,1.95,Average,INT9106,68.3
0.69,80.2,21.4,80.35,3.05,8.83,13,1.66,2.22,Good,INT9107,74.24
0.42,19.5,14.3,87.94,2.3,1.33,9,5.99,1.92,Poor,INT9108,39.9
3.52,93.3,78.9,71.27,4.68,6.66,15,3.92,2.87,Excellent,INT9109,93.43
2.04,17.9,55.1,53.68,3.75,0.76,10,5.64,2.5,Average,INT9110,63.85
1.12,33.0,39.4,67.51,4.5,1.01,9,6.44,2.8,Fair,INT9111,53.54
1.33,85.8,31.3,50.98,1.33,4.5,17,4.25,1.53,Average,INT9112,66.11
1.76,70.1,59.0,59.62,2.9,1.86,11,4.52,2.16,Average,INT9113,66.15
1.51,25.1,8.7,57.42,1.3,1.62,7,3.76,1.52,Fair,INT9114,54.48
1.98,85.5,61.8,64.65,1.1,5.75,10,3.29,1.44,Average,INT9115,64.81
0.75,33.7,26.7,30.57,6.65,1.67,4,3.48,3.66,Average,INT9116,58.59
0.19,32.7,59.1,87.17,0.25,2.32,8,4.85,1.1,Average,INT9117,55.44
0.06,3.0,1.2,62.94,5.8,0.11,10,7.0,3.32,Poor,INT9118,33.51
0.45,39.7,8.9,66.83,5.07,1.52,6,6.46,3.03,Fair,INT9119,53.82
2.52,58.5,33.2,84.96,7.5,8.08,7,6.04,4.0,Average,INT9120,69.95
0.44,50.2,38.0,67.77,3.53,2.1,7,5.91,2.41,Fair,INT9121,45.22
0.14,20.4,0.4,50.99,0.0,0.64,10,3.95,1.0,Fair,INT9122,40.4
1.88,8.9,32.5,0.0,0.0,2.62,5,4.99,1.0,Fair,INT9123,44.19
2.88,81.3,68.4,97.26,9.3,8.8,20,5.91,4.72,Good,INT9124,81.15
2.27,86.7,33.0,69.26,3.3,5.6,7,3.61,2.32,Good,INT9125,84.84
2.13,38.0,32.6,96.93,9.95,6.65,17,7.0,4.98,Average,INT9126,59.25
1.05,31.3,41.5,63.71,8.8,5.19,11,3.9,4.52,Good,INT9127,79.99
2.54,19.4,14.0,0.0,8.45,6.22,8,4.66,4.38,Average,INT9128,60.22
3.48,51.8,21.2,60.71,7.32,4.21,11,5.21,3.93,Good,INT9129,77.15
1.17,15.5,42.3,54.26,2.48,1.76,6,7.0,1.99,Fair,INT9130,41.83
0.19,33.5,36.3,94.82,2.0,5.7,8,2.37,1.8,Average,INT9131,68.0
1.9,76.0,42.0,3.45,5.88,6.18,9,5.64,3.35,Good,INT9132,75.83
0.83,38.9,68.4,97.73,4.68,2.65,14,4.24,2.87,Average,INT9133,68.62
3.74,94.1,80.6,92.6,3.77,4.66,14,2.48,2.51,Excellent,INT9134,85.93
1.31,6.6,4.4,66.83,2.55,2.58,9,5.25,2.02,Fair,INT9135,52.52
2.41,42.8,68.9,59.35,4.68,4.64,10,3.83,2.87,Good,INT9136,70.12
0.58,37.3,74.5,91.31,6.75,2.66,6,4.9,3.7,Average,INT9137,61.28
1.83,36.2,33.5,60.42,0.0,5.68,15,2.92,1.0,Fair,INT9138,47.67
2.01,79.6,32.0,69.4,10.0,4.82,7,4.21,5.0,Good,INT9139,78.8
3.36,37.7,17.0,66.83,7.5,3.82,8,4.61,4.0,Good,INT9140,82.38
3.7,95.5,70.5,93.74,7.2,5.67,14,3.21,3.88,Excellent,INT9141,95.25
3.7,54.5,85.7,83.02,4.68,6.85,15,2.15,2.87,Excellent,INT9142,88.73
0.76,48.4,67.4,91.95,8.83,4.85,8,3.92,4.53,Average,INT9143,67.22
3.31,25.6,35.7,73.7,0.6,3.89,12,3.66,1.24,Average,INT9144,69.16
1.76,43.3,20.4,85.87,4.68,4.78,8,5.01,2.87,Fair,INT9145,48.7
3.4,82.0,81.4,99.0,1.4,2.88,8,3.29,1.56,Average,INT9146,69.19
1.29,51.8,22.9,57.67,2.4,1.56,10,2.64,1.96,Average,INT9147,58.59
3.14,39.7,95.2,61.2,7.5,5.81,13,3.16,4.0,Excellent,INT9148,93.48
1.66,22.4,29.3,76.12,2.0,4.21,8,3.75,1.8,Average,INT9149,55.11
3.8,90.3,93.4,82.16,6.72,7.86,15,4.0,3.69,Excellent,INT9150,88.91
2.91,67.9,61.7,93.89,2.72,2.59,12,3.87,2.09,Average,INT9151,68.01
2.56,66.5,75.9,32.38,2.15,7.55,15,4.43,1.86,Good,INT9152,75.42
0.23,3.8,24.7,34.34,5.1,3.7,4,1.93,3.04,Average,INT9153,60.47
2.38,70.8,40.0,76.36,0.0,5.07,7,3.54,1.0,Average,INT9154,59.85
2.36,94.7,86.1,50.96,7.5,8.59,20,1.57,4.0,Excellent,INT9155,87.14
2.4,62.3,76.6,74.83,2.15,3.74,14,1.87,1.86,Good,INT9156,71.43
0.41,16.1,24.8,64.55,0.0,3.5,9,6.64,1.0,Poor,INT9157,38.47
1.01,66.3,14.4,96.4,3.97,5.19,10,4.2,2.59,Average,INT9158,57.73
0.64,41.3,20.6,54.39,0.0,1.76,10,4.68,1.0,Fair,INT9159,45.03
3.45,53.9,30.8,72.97,2.0,5.71,4,3.84,1.8,Average,INT9160,56.64
1.06,29.7,23.1,6.14,8.43,1.66,12,6.52,4.37,Average,INT9161,63.19
3.13,71.5,72.8,55.71,4.05,9.19,20,4.77,2.62,Average,INT9162,67.53
3.79,67.0,92.5,85.07,7.55,6.67,10,5.37,4.02,Average,INT9163,69.39
1.57,25.0,22.3,79.47,4.68,2.56,9,2.84,2.87,Fair,INT9164,53.33
1.64,17.2,91.3,42.34,7.5,4.47,11,6.66,4.0,Average,INT9165,58.21
2.49,68.7,27.5,68.35,7.35,8.04,10,6.34,3.94,Average,INT9166,68.26
0.22,14.0,20.9,54.51,4.22,1.42,9,5.67,2.69,Poor,INT9167,29.15
3.37,79.8,68.9,89.31,7.82,6.26,12,2.52,4.13,Good,INT9168,76.05
2.92,70.2,53.6,66.19,2.7,1.74,10,2.34,2.08,Average,INT9169,57.81
1.3,82.5,95.1,83.39,9.92,8.09,12,2.62,4.97,Excellent,INT9170,85.16
1.82,66.3,44.5,67.88,10.0,6.15,17,2.18,5.0,Good,INT9171,83.91
2.2,80.7,83.5,47.36,8.52,4.47,13,6.21,4.41,Good,INT9172,72.46
1.79,81.8,58.5,4.76,0.0,4.14,9,1.17,1.0,Good,INT9173,75.92
0.41,92.7,56.2,90.09,6.57,3.79,8,1.63,3.63,Excellent,INT9174,87.76
1.88,45.2,26.4,66.83,4.68,8.76,18,2.68,2.87,Average,INT9175,57.22
2.33,40.7,88.3,69.94,7.7,7.4,7,2.1,4.08,Good,INT9176,70.63
1.9,50.1,82.6,66.83,7.22,5.91,15,2.63,3.89,Good,INT9177,73.36
0.23,6.4,11.0,53.79,2.52,0.84,11,5.32,2.01,Poor,INT9178,32.47
2.21,23.9,67.8,80.23,2.15,6.28,9,4.42,1.86,Good,INT9179,73.04
3.54,88.5,82.6,9.94,4.93,8.55,11,1.0,2.97,Good,INT9180,84.03
1.26,51.9,33.6,52.99,5.8,3.26,5,3.52,3.32,Good,INT9181,75.52
2.56,41.2,62.7,73.47,4.73,4.47,2,3.74,2.89,Average,INT9182,62.12
3.79,95.0,83.8,76.72,8.52,9.57,16,1.32,4.41,Excellent,INT9183,99.09
2.75,49.2,24.6,25.16,7.48,8.93,12,5.5,3.99,Good,INT9184,77.62
0.79,30.2,49.1,52.67,7.5,2.23,13,5.6,4.0,Average,INT9185,68.24
0.97,24.0,33.2,66.83,7.28,3.95,9,5.24,3.91,Average,INT9186,61.55
3.28,62.7,44.3,73.57,7.62,8.39,11,4.88,4.05,Good,INT9187,70.64
2.66,45.9,54.6,7.29,7.72,8.31,12,1.29,4.09,Excellent,INT9188,92.2
1.04,8.5,4.7,82.06,0.0,6.82,8,7.0,1.0,Fair,INT9189,47.95
1.85,34.3,35.6,57.22,6.28,4.03,6,5.56,3.51,Average,INT9190,57.93
3.33,70.7,24.6,81.67,2.12,1.31,11,6.84,1.85,Average,INT9191,69.26
3.31,79.6,88.6,9.52,9.35,5.63,12,1.5,4.74,Excellent,INT9192,99.44
0.43,41.9,34.4,73.24,4.68,1.17,8,6.57,2.87,Average,INT9193,57.22
1.53,23.8,18.7,90.07,2.22,3.82,5,6.16,1.89,Fair,INT9194,51.97
1.3,21.6,35.7,66.62,4.32,3.87,10,5.96,2.73,Average,INT9195,62.35
3.07,87.2,76.1,57.35,10.0,8.25,8,1.62,5.0,Excellent,INT9196,91.54
0.16,10.6,11.3,93.67,0.0,1.59,7,5.25,1.0,Fair,INT9197,48.66
1.31,15.2,26.0,60.61,0.75,6.95,9,6.42,1.3,Poor,INT9198,38.78
2.57,26.7,91.5,25.54,0.42,4.13,9,5.32,1.17,Average,INT9199,58.67
0.3,16.3,44.3,64.02,1.2,2.47,13,3.92,1.48,Average,INT9200,60.06
0.75,33.0,15.2,84.18,2.22,1.2,11,6.75,1.89,Fair,INT9201,42.46
1.15,72.2,67.0,90.02,0.88,1.86,9,4.02,1.35,Good,INT9202,70.48
0.89,33.8,73.8,66.83,10.0,1.27,15,4.32,5.0,Good,INT9203,71.68
1.22,10.0,46.7,67.61,0.0,6.97,4,3.92,1.0,Fair,INT9204,47.1
1.31,31.5,13.1,56.29,1.8,0.78,6,6.69,1.72,Fair,INT9205,45.48
3.71,80.2,68.2,77.05,5.12,7.47,19,1.21,3.05,Excellent,INT9206,90.18
2.97,24.0,26.7,64.63,7.5,6.51,20,4.36,4.0,Good,INT9207,77.89
3.56,19.2,84.6,1.03,9.35,6.18,9,4.99,4.74,Good,INT9208,84.48
0.19,1.5,2.8,50.02,3.73,0.17,7,5.83,2.49,Fair,INT9209,43.88
2.66,52.0,50.2,32.72,10.0,6.28,11,4.23,5.0,Good,INT9210,79.41
0.15,4.0,24.4,71.63,4.35,0.79,11,5.99,2.74,Poor,INT9211,37.55
1.03,61.5,84.0,97.91,6.95,1.83,17,6.32,3.78,Average,INT9212,69.45
3.43,78.9,91.1,94.54,5.93,9.39,19,1.0,3.37,Excellent,INT9213,93.58
3.4,60.8,56.7,99.7,0.0,4.91,17,3.38,1.0,Average,INT9214,65.19
2.9,91.5,49.5,8.35,0.08,5.34,14,1.23,1.03,Good,INT9215,78.5
0.94,48.3,74.8,52.33,5.3,4.68,11,2.52,3.12,Fair,INT9216,49.14
2.25,51.7,64.3,65.3,3.73,7.6,11,3.81,2.49,Good,INT9217,81.36
1.08,33.8,42.3,83.79,4.68,4.44,14,6.45,2.87,Fair,INT9218,49.24
1.22,51.2,43.4,56.76,5.75,1.85,13,6.38,3.3,Average,INT9219,57.26
0.8,43.0,9.0,65.0,3.6,5.83,9,1.89,2.44,Average,INT9220,59.1
2.4,14.4,43.2,52.81,2.0,2.22,15,1.16,1.8,Average,INT9221,59.09
2.89,61.6,45.8,73.75,4.93,5.18,13,4.93,2.97,Good,INT9222,81.48
2.71,45.7,70.7,60.45,7.02,3.85,10,4.61,3.81,Good,INT9223,73.74
3.0,63.0,48.1,54.56,10.0,1.78,14,2.42,5.0,Excellent,INT9224,87.14
0.31,60.2,35.0,27.36,0.0,1.17,3,6.52,1.0,Fair,INT9225,48.18
0.27,13.6,8.4,67.56,2.0,1.12,2,6.55,1.8,Poor,INT9226,36.27
2.17,31.1,13.0,76.88,9.02,1.11,10,3.86,4.61,Average,INT9227,66.16
2.39,59.8,25.3,87.45,6.95,7.03,6,3.92,3.78,Average,INT9228,61.14
0.18,15.8,68.0,55.63,3.75,0.16,9,3.76,2.5,Fair,INT9229,48.34
0.84,16.8,7.8,89.56,6.82,3.21,8,5.12,3.73,Good,INT9230,71.53
1.3,72.0,38.6,51.31,1.12,0.99,12,3.71,1.45,Fair,INT9231,53.65
2.98,47.8,25.9,72.16,0.0,7.28,15,2.02,1.0,Average,INT9232,67.92
2.16,8.3,79.9,79.37,0.83,6.22,11,6.85,1.33,Fair,INT9233,50.52
1.93,9.8,58.3,97.85,0.62,2.91,11,3.95,1.25,Good,INT9234,75.1
1.34,83.4,65.5,78.7,4.78,2.82,12,5.77,2.91,Good,INT9235,71.64
